Node,Rank Effect,CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
A,49,0,0,0,0
A,50,0,0,0,0
A,51,0,0,0,0
A,52,0,0,9,0
A,53,0,0,0,0
A,54,0,0,0,0
A,55,0,0,51,0
A,56,0,0,0,0
A,57,0,0,0,0
A,58,0,0,6,0
A,59,0,0,0,0
A,60,0,0,0,0
A,61,0,0,9,0
A,62,0,0,0,0
A,63,0,0,0,0
A,64,0,0,0,0
A,65,0,0,0,0
A,66,0,0,0,0
B,-66,0,0,0,0
B,-65,0,0,0,0
B,-64,0,0,0,0
B,-63,0,0,0,0
B,-62,0,0,0,0
B,-61,0,0,0,0
B,-60,0,0,0,0
B,-59,0,0,0,0
B,-58,0,0,0,0
B,-57,0,0,3,0
B,-56,0,0,6,0
B,-55,0,0,0,0
B,-54,0,0,18,0
B,-53,0,0,18,0
B,-52,0,0,0,0
B,-51,0,0,9,0
B,-50,0,0,9,0
B,-49,0,0,3,0
B,-48,0,0,6,0
B,-47,0,0,9,0
B,-46,0,0,6,0
B,-45,0,0,21,3
B,-44,0,0,3,0
B,-43,0,0,0,3
B,-42,0,0,0,21
B,-41,0,0,0,15
B,-40,0,0,0,18
B,-39,0,0,3,12
B,-38,0,0,6,12
B,-37,0,0,9,27
B,-36,0,0,12,0
B,-35,0,0,72,3
B,-34,0,0,12,3
B,-33,0,0,3,9
B,-32,0,0,3,18
B,-31,0,0,36,33
B,-30,0,0,12,18
B,-29,0,0,24,18
B,-28,0,0,75,6
B,-27,0,0,42,6
B,-26,0,0,3,3
B,-25,0,0,303,18
B,-24,0,0,198,3
B,-23,0,0,3,9
B,-22,0,0,141,9
B,-21,0,0,45,48
B,-20,0,0,0,138
B,-19,0,0,189,318
B,-18,0,0,12,219
B,-17,0,0,3,69
B,-16,0,0,294,96
B,-15,0,0,36,108
B,-14,0,0,3,138
B,-13,0,0,675,300
B,-12,0,0,48,291
B,-11,0,0,54,264
B,-10,0,0,306,177
B,-9,0,0,543,186
B,-8,0,0,42,195
B,-7,0,0,507,210
B,-6,0,0,459,246
B,-5,0,0,72,306
B,-4,0,0,474,369
B,-3,0,0,267,516
B,-2,0,0,360,816
B,-1,0,0,1071,993
B,0,24,24,42,558
B,1,9,9,1062,984
B,2,3,3,357,813
B,3,3,6,264,510
B,4,3,3,471,366
B,5,3,0,69,306
B,6,0,3,459,243
B,7,0,0,507,210
B,8,0,0,42,195
B,9,3,3,540,183
B,10,0,0,306,177
B,11,0,0,54,264
B,12,0,3,48,288
B,13,3,0,672,300
B,14,0,0,3,138
B,15,0,0,36,108
B,16,0,0,294,96
B,17,3,3,0,66
B,18,0,6,12,213
B,19,0,3,189,315
B,20,0,3,0,135
B,21,3,3,42,45
B,22,6,3,135,6
B,23,3,0,0,9
B,24,3,0,195,3
B,25,3,6,300,12
B,26,3,3,0,0
B,27,0,3,42,3
B,28,0,3,75,3
B,29,6,3,18,15
B,30,3,3,9,15
B,31,3,9,33,24
B,32,3,12,0,6
B,33,3,9,0,0
B,34,3,3,9,0
B,35,9,3,63,0
B,36,12,0,0,0
B,37,6,12,3,15
B,38,6,6,0,6
B,39,3,6,0,6
B,40,0,3,0,15
B,41,0,3,0,12
B,42,0,0,0,21
B,43,0,0,0,3
B,44,3,0,0,0
B,45,9,0,12,3
B,46,6,0,0,0
B,47,6,0,3,0
B,48,3,0,3,0
B,49,3,0,0,0
B,50,0,0,9,0
B,51,0,0,9,0
B,52,0,0,0,0
B,53,0,0,18,0
B,54,0,0,18,0
B,55,0,0,0,0
B,56,0,0,6,0
B,57,0,0,3,0
B,58,0,0,0,0
B,59,0,0,0,0
B,60,0,0,0,0
B,61,0,0,0,0
B,62,0,0,0,0
B,63,0,0,0,0
B,64,0,0,0,0
B,65,0,0,0,0
B,66,0,0,0,0
C,-66,0,0,0,0
C,-65,0,0,0,0
C,-64,0,0,0,0
C,-63,0,0,0,0
C,-62,0,0,0,0
C,-61,0,0,3,0
C,-60,0,0,0,0
C,-59,0,0,9,0
C,-58,0,0,9,0
C,-57,0,0,0,0
C,-56,0,0,3,0
C,-55,0,0,3,0
C,-54,0,0,3,0
C,-53,0,0,15,0
C,-52,0,0,15,0
C,-51,0,0,0,0
C,-50,0,0,0,0
C,-49,0,0,0,0
C,-48,0,0,0,0
C,-47,0,0,3,0
C,-46,0,0,6,3
C,-45,0,0,9,0
C,-44,0,0,9,0
C,-43,0,0,3,6
C,-42,0,0,6,9
C,-41,0,0,6,6
C,-40,0,0,9,3
C,-39,0,0,21,18
C,-38,0,0,3,15
C,-37,0,0,0,3
C,-36,0,0,39,12
C,-35,0,0,18,21
C,-34,0,0,6,15
C,-33,0,0,132,15
C,-32,0,0,36,3
C,-31,0,0,3,9
C,-30,0,0,30,12
C,-29,0,0,93,12
C,-28,0,0,3,24
C,-27,0,0,114,24
C,-26,0,0,114,27
C,-25,0,0,6,39
C,-24,0,0,261,39
C,-23,0,0,102,48
C,-22,0,0,18,63
C,-21,0,0,33,168
C,-20,0,0,252,108
C,-19,0,0,138,36
C,-18,0,0,126,54
C,-17,0,0,171,66
C,-16,0,0,57,102
C,-15,0,0,18,207
C,-14,0,0,15,204
C,-13,0,0,231,186
C,-12,0,0,12,147
C,-11,0,0,234,207
C,-10,0,0,159,324
C,-9,0,0,108,312
C,-8,0,0,348,243
C,-7,0,0,306,357
C,-6,0,0,78,228
C,-5,0,0,366,207
C,-4,0,0,510,288
C,-3,0,0,39,441
C,-2,0,0,576,621
C,-1,0,0,1650,1146
C,0,24,24,24,942
C,1,3,3,1647,1143
C,2,3,9,573,612
C,3,9,9,30,432
C,4,6,3,504,285
C,5,3,0,363,207
C,6,0,3,78,225
C,7,0,0,306,357
C,8,0,0,348,243
C,9,3,3,105,309
C,10,0,0,159,324
C,11,0,0,234,207
C,12,0,0,12,147
C,13,3,3,228,183
C,14,0,0,15,204
C,15,0,0,18,207
C,16,0,0,57,102
C,17,3,3,168,63
C,18,0,6,126,48
C,19,0,0,138,36
C,20,0,3,252,105
C,21,3,3,30,165
C,22,6,3,12,60
C,23,3,6,99,42
C,24,3,3,258,36
C,25,3,3,3,36
C,26,0,3,114,24
C,27,6,3,108,21
C,28,3,9,0,15
C,29,3,6,90,6
C,30,3,6,27,6
C,31,3,3,0,6
C,32,9,0,27,3
C,33,6,6,126,9
C,34,6,6,0,9
C,35,3,12,15,9
C,36,0,6,39,6
C,37,0,3,0,0
C,38,3,3,0,12
C,39,3,9,18,9
C,40,9,0,0,3
C,41,3,0,3,6
C,42,3,0,3,9
C,43,3,0,0,6
C,44,0,0,9,0
C,45,0,0,9,0
C,46,6,0,0,3
C,47,3,0,0,0
C,48,0,0,0,0
C,49,0,0,0,0
C,50,0,0,0,0
C,51,0,0,0,0
C,52,3,0,12,0
C,53,6,0,9,0
C,54,3,0,0,0
C,55,0,0,3,0
C,56,0,0,3,0
C,57,0,0,0,0
C,58,0,0,9,0
C,59,0,0,9,0
C,60,0,0,0,0
C,61,0,0,3,0
C,62,0,0,0,0
C,63,0,0,0,0
C,64,0,0,0,0
C,65,0,0,0,0
C,66,0,0,0,0
D,-66,0,0,0,0
D,-65,0,0,3,0
D,-64,0,0,3,0
D,-63,0,0,0,0
D,-62,0,0,9,0
D,-61,0,0,15,0
D,-60,0,0,3,0
D,-59,0,0,6,0
D,-58,0,0,9,0
D,-57,0,0,9,0
D,-56,0,0,9,0
D,-55,0,0,9,0
D,-54,0,0,0,0
D,-53,0,0,6,0
D,-52,0,0,6,0
D,-51,0,0,0,0
D,-50,0,0,0,0
D,-49,0,0,3,3
D,-48,0,0,6,12
D,-47,0,0,3,12
D,-46,0,0,0,6
D,-45,0,0,6,0
D,-44,0,0,0,0
D,-43,0,0,0,9
D,-42,0,0,6,12
D,-41,0,0,12,21
D,-40,0,0,9,12
D,-39,0,0,12,0
D,-38,0,0,51,3
D,-37,0,0,9,12
D,-36,0,0,54,0
D,-35,0,0,36,12
D,-34,0,0,15,3
D,-33,0,0,69,12
D,-32,0,0,105,6
D,-31,0,0,42,18
D,-30,0,0,84,27
D,-29,0,0,54,36
D,-28,0,0,36,24
D,-27,0,0,111,57
D,-26,0,0,231,57
D,-25,0,0,6,60
D,-24,0,0,30,45
D,-23,0,0,114,66
D,-22,0,0,12,93
D,-21,0,0,147,117
D,-20,0,0,33,177
D,-19,0,0,9,201
D,-18,0,0,66,171
D,-17,0,0,81,132
D,-16,0,0,39,147
D,-15,0,0,138,111
D,-14,0,0,111,84
D,-13,0,0,81,72
D,-12,0,0,84,81
D,-11,0,0,150,63
D,-10,0,0,204,123
D,-9,0,0,141,150
D,-8,0,0,267,195
D,-7,0,0,486,207
D,-6,0,0,69,153
D,-5,0,0,549,222
D,-4,0,0,585,447
D,-3,0,0,42,663
D,-2,0,0,489,681
D,-1,0,0,1575,1242
D,0,24,24,0,984
D,1,3,3,1572,1239
D,2,3,6,486,675
D,3,3,0,39,663
D,4,3,12,582,435
D,5,6,6,543,216
D,6,3,3,66,150
D,7,3,0,483,207
D,8,3,0,264,195
D,9,3,3,138,147
D,10,0,0,204,123
D,11,0,0,150,63
D,12,0,0,84,81
D,13,3,0,78,72
D,14,0,3,111,81
D,15,0,0,138,111
D,16,0,0,39,147
D,17,3,0,78,132
D,18,0,3,66,168
D,19,0,6,9,195
D,20,0,3,33,174
D,21,3,3,144,114
D,22,6,6,6,87
D,23,3,3,111,63
D,24,3,3,27,42
D,25,6,3,0,57
D,26,3,12,228,45
D,27,3,3,108,54
D,28,3,3,33,21
D,29,9,0,45,36
D,30,6,9,78,18
D,31,3,6,39,12
D,32,0,3,105,3
D,33,0,3,69,9
D,34,3,3,12,0
D,35,9,3,27,9
D,36,3,0,51,0
D,37,3,9,6,3
D,38,3,0,48,3
D,39,3,0,9,0
D,40,3,3,6,9
D,41,0,6,12,15
D,42,0,0,6,12
D,43,0,3,0,6
D,44,0,0,0,0
D,45,0,0,6,0
D,46,0,3,0,3
D,47,0,3,3,9
D,48,6,0,0,12
D,49,3,0,0,3
D,50,0,0,0,0
D,51,0,0,0,0
D,52,3,0,3,0
D,53,6,0,0,0
D,54,0,0,0,0
D,55,3,0,6,0
D,56,3,0,6,0
D,57,0,0,9,0
D,58,0,0,9,0
D,59,3,0,3,0
D,60,0,0,3,0
D,61,0,0,15,0
D,62,0,0,9,0
D,63,0,0,0,0
D,64,0,0,3,0
D,65,0,0,3,0
D,66,0,0,0,0
E,-66,0,0,0,0
E,-65,0,0,3,0
E,-64,0,0,9,0
E,-63,0,0,9,0
E,-62,0,0,3,0
E,-61,0,0,9,0
E,-60,0,0,9,0
E,-59,0,0,18,0
E,-58,0,0,15,0
E,-57,0,0,6,0
E,-56,0,0,0,0
E,-55,0,0,0,0
E,-54,0,0,0,0
E,-53,0,0,6,0
E,-52,0,0,18,0
E,-51,0,0,3,0
E,-50,0,0,9,0
E,-49,0,0,3,0
E,-48,0,0,0,6
E,-47,0,0,12,6
E,-46,0,0,0,3
E,-45,0,0,0,15
E,-44,0,0,0,27
E,-43,0,0,9,18
E,-42,0,0,9,18
E,-41,0,0,9,6
E,-40,0,0,27,0
E,-39,0,0,24,9
E,-38,0,0,39,6
E,-37,0,0,54,6
E,-36,0,0,54,3
E,-35,0,0,63,12
E,-34,0,0,39,3
E,-33,0,0,24,12
E,-32,0,0,60,15
E,-31,0,0,30,15
E,-30,0,0,69,18
E,-29,0,0,114,21
E,-28,0,0,48,33
E,-27,0,0,90,45
E,-26,0,0,66,54
E,-25,0,0,9,78
E,-24,0,0,114,93
E,-23,0,0,123,120
E,-22,0,0,9,105
E,-21,0,0,117,93
E,-20,0,0,69,174
E,-19,0,0,15,132
E,-18,0,0,144,144
E,-17,0,0,126,144
E,-16,0,0,6,153
E,-15,0,0,87,228
E,-14,0,0,78,120
E,-13,0,0,39,111
E,-12,0,0,111,63
E,-11,0,0,168,69
E,-10,0,0,156,54
E,-9,0,0,63,72
E,-8,0,0,249,54
E,-7,0,0,417,108
E,-6,0,0,39,192
E,-5,0,0,471,201
E,-4,0,0,615,273
E,-3,0,0,27,378
E,-2,0,0,549,732
E,-1,0,0,1788,1503
E,0,24,24,0,1608
E,1,3,3,1785,1500
E,2,3,6,546,726
E,3,3,3,24,375
E,4,3,0,612,273
E,5,0,0,471,201
E,6,0,9,39,183
E,7,6,6,411,102
E,8,3,3,246,51
E,9,3,6,60,66
E,10,3,0,153,54
E,11,3,0,165,69
E,12,3,0,108,63
E,13,3,0,36,111
E,14,0,3,78,117
E,15,0,0,87,228
E,16,0,0,6,153
E,17,3,0,123,144
E,18,0,3,144,141
E,19,0,6,15,126
E,20,0,9,69,165
E,21,3,3,114,90
E,22,6,3,3,102
E,23,9,9,114,111
E,24,3,3,111,90
E,25,3,0,6,78
E,26,6,9,60,45
E,27,3,3,87,42
E,28,0,3,48,30
E,29,3,0,111,21
E,30,9,3,60,15
E,31,6,3,24,12
E,32,0,3,60,12
E,33,0,3,24,9
E,34,3,0,36,3
E,35,3,3,60,9
E,36,0,0,54,3
E,37,0,3,54,3
E,38,3,3,36,3
E,39,3,6,21,3
E,40,3,0,24,0
E,41,0,3,9,3
E,42,0,6,9,12
E,43,0,3,9,15
E,44,0,6,0,21
E,45,0,3,0,12
E,46,0,0,0,3
E,47,0,0,12,6
E,48,0,0,0,6
E,49,3,0,0,0
E,50,9,0,0,0
E,51,3,0,0,0
E,52,6,0,12,0
E,53,6,0,0,0
E,54,0,0,0,0
E,55,0,0,0,0
E,56,0,0,0,0
E,57,0,0,6,0
E,58,0,0,15,0
E,59,3,0,15,0
E,60,3,0,6,0
E,61,0,0,9,0
E,62,0,0,3,0
E,63,0,0,9,0
E,64,0,0,9,0
E,65,0,0,3,0
E,66,0,0,0,0
F,-66,0,0,12,0
F,-65,0,0,12,0
F,-64,0,0,0,0
F,-63,0,0,3,0
F,-62,0,0,3,0
F,-61,0,0,15,0
F,-60,0,0,12,0
F,-59,0,0,3,0
F,-58,0,0,0,0
F,-57,0,0,9,3
F,-56,0,0,12,6
F,-55,0,0,33,3
F,-54,0,0,3,0
F,-53,0,0,6,3
F,-52,0,0,24,3
F,-51,0,0,3,0
F,-50,0,0,3,0
F,-49,0,0,3,18
F,-48,0,0,0,12
F,-47,0,0,9,3
F,-46,0,0,9,6
F,-45,0,0,0,6
F,-44,0,0,0,9
F,-43,0,0,0,24
F,-42,0,0,30,24
F,-41,0,0,18,15
F,-40,0,0,51,18
F,-39,0,0,78,9
F,-38,0,0,42,12
F,-37,0,0,99,30
F,-36,0,0,30,33
F,-35,0,0,9,15
F,-34,0,0,33,6
F,-33,0,0,42,3
F,-32,0,0,69,15
F,-31,0,0,30,18
F,-30,0,0,63,15
F,-29,0,0,72,45
F,-28,0,0,6,21
F,-27,0,0,75,27
F,-26,0,0,54,60
F,-25,0,0,24,78
F,-24,0,0,84,138
F,-23,0,0,87,63
F,-22,0,0,24,78
F,-21,0,0,141,45
F,-20,0,0,123,96
F,-19,0,0,6,120
F,-18,0,0,60,171
F,-17,0,0,93,141
F,-16,0,0,45,144
F,-15,0,0,123,117
F,-14,0,0,75,108
F,-13,0,0,132,120
F,-12,0,0,90,99
F,-11,0,0,126,69
F,-10,0,0,141,78
F,-9,0,0,33,81
F,-8,0,0,300,54
F,-7,0,0,243,129
F,-6,0,0,15,147
F,-5,0,0,498,171
F,-4,0,0,654,306
F,-3,0,0,9,387
F,-2,0,0,558,663
F,-1,0,0,1890,1629
F,0,24,24,0,1710
F,1,3,3,1887,1626
F,2,3,6,555,657
F,3,3,3,6,384
F,4,3,0,651,306
F,5,0,0,498,171
F,6,0,0,15,147
F,7,0,0,243,129
F,8,0,6,300,48
F,9,6,6,27,75
F,10,3,3,138,75
F,11,3,6,123,63
F,12,3,3,87,96
F,13,3,3,129,117
F,14,3,3,72,105
F,15,3,0,120,117
F,16,3,0,42,144
F,17,3,0,90,141
F,18,0,0,60,171
F,19,0,12,6,108
F,20,0,6,123,90
F,21,9,6,132,39
F,22,9,6,15,72
F,23,6,3,81,60
F,24,0,3,84,135
F,25,6,0,18,78
F,26,0,3,54,57
F,27,3,3,72,24
F,28,0,0,6,21
F,29,3,3,69,42
F,30,3,3,60,12
F,31,3,0,27,18
F,32,0,3,69,12
F,33,0,3,42,0
F,34,3,3,30,3
F,35,3,0,6,15
F,36,0,0,30,33
F,37,0,3,99,27
F,38,3,0,39,12
F,39,3,3,75,6
F,40,3,3,48,15
F,41,0,6,18,9
F,42,0,9,30,15
F,43,0,3,0,21
F,44,0,6,0,3
F,45,0,3,0,3
F,46,0,3,9,3
F,47,0,0,9,3
F,48,0,0,0,12
F,49,3,0,0,18
F,50,3,0,0,0
F,51,3,0,0,0
F,52,6,0,18,3
F,53,6,0,0,3
F,54,3,0,0,0
F,55,3,0,30,3
F,56,3,0,9,6
F,57,0,0,9,3
F,58,0,0,0,0
F,59,3,0,0,0
F,60,3,0,9,0
F,61,3,0,12,0
F,62,0,0,3,0
F,63,0,0,3,0
F,64,0,0,0,0
F,65,0,0,12,0
F,66,0,0,12,0
G,-66,0,0,30,0
G,-65,0,0,0,0
G,-64,0,0,0,0
G,-63,0,0,9,0
G,-62,0,0,3,0
G,-61,0,0,9,0
G,-60,0,0,3,0
G,-59,0,0,3,0
G,-58,0,0,18,0
G,-57,0,0,0,18
G,-56,0,0,3,0
G,-55,0,0,21,0
G,-54,0,0,0,6
G,-53,0,0,15,3
G,-52,0,0,81,0
G,-51,0,0,3,0
G,-50,0,0,3,0
G,-49,0,0,3,18
G,-48,0,0,0,12
G,-47,0,0,12,6
G,-46,0,0,0,6
G,-45,0,0,0,18
G,-44,0,0,0,15
G,-43,0,0,27,18
G,-42,0,0,27,18
G,-41,0,0,0,27
G,-40,0,0,78,24
G,-39,0,0,54,27
G,-38,0,0,3,15
G,-37,0,0,6,18
G,-36,0,0,105,42
G,-35,0,0,66,12
G,-34,0,0,24,24
G,-33,0,0,21,12
G,-32,0,0,9,27
G,-31,0,0,75,21
G,-30,0,0,72,21
G,-29,0,0,15,30
G,-28,0,0,24,30
G,-27,0,0,99,42
G,-26,0,0,54,45
G,-25,0,0,9,54
G,-24,0,0,150,33
G,-23,0,0,129,69
G,-22,0,0,15,69
G,-21,0,0,105,63
G,-20,0,0,81,105
G,-19,0,0,48,183
G,-18,0,0,114,156
G,-17,0,0,81,153
G,-16,0,0,144,105
G,-15,0,0,63,129
G,-14,0,0,69,117
G,-13,0,0,135,186
G,-12,0,0,33,108
G,-11,0,0,189,72
G,-10,0,0,246,66
G,-9,0,0,45,108
G,-8,0,0,321,117
G,-7,0,0,378,84
G,-6,0,0,6,153
G,-5,0,0,345,282
G,-4,0,0,570,399
G,-3,0,0,6,402
G,-2,0,0,561,750
G,-1,0,0,1725,1557
G,0,30,30,6,942
G,1,6,6,1719,1551
G,2,0,0,561,750
G,3,0,0,6,402
G,4,0,0,570,399
G,5,0,0,345,282
G,6,0,0,6,153
G,7,0,0,378,84
G,8,0,0,321,117
G,9,0,0,45,108
G,10,0,6,246,60
G,11,6,3,183,69
G,12,3,3,30,105
G,13,3,3,132,183
G,14,3,6,66,111
G,15,3,3,60,126
G,16,3,6,141,99
G,17,3,6,78,147
G,18,6,6,108,150
G,19,6,12,42,171
G,20,6,12,75,93
G,21,9,6,96,57
G,22,9,3,6,66
G,23,6,3,123,66
G,24,3,0,147,33
G,25,3,3,6,51
G,26,3,3,51,42
G,27,3,0,96,42
G,28,0,0,24,30
G,29,0,3,15,27
G,30,3,3,69,18
G,31,3,3,72,18
G,32,0,3,9,24
G,33,0,0,21,12
G,34,3,3,21,21
G,35,3,0,63,12
G,36,0,3,105,39
G,37,0,0,6,18
G,38,3,0,0,15
G,39,3,3,51,24
G,40,3,3,75,21
G,41,0,3,0,24
G,42,0,3,27,15
G,43,0,0,27,18
G,44,0,3,0,12
G,45,0,3,0,15
G,46,0,3,0,3
G,47,0,3,12,3
G,48,0,0,0,12
G,49,3,0,0,18
G,50,3,0,0,0
G,51,3,0,0,0
G,52,3,0,78,0
G,53,3,0,12,3
G,54,0,0,0,6
G,55,0,0,21,0
G,56,0,0,3,0
G,57,0,0,0,18
G,58,0,0,18,0
G,59,3,0,0,0
G,60,3,0,0,0
G,61,3,0,6,0
G,62,3,0,0,0
G,63,0,0,9,0
G,64,0,0,0,0
G,65,0,0,0,0
G,66,0,0,30,0
H,-66,0,0,0,0
H,-65,0,0,0,0
H,-64,0,0,0,0
H,-63,0,0,0,0
H,-62,0,0,0,0
H,-61,0,0,0,0
H,-60,0,0,0,0
H,-59,0,0,0,0
H,-58,0,0,0,0
H,-57,0,0,0,0
H,-56,0,0,12,0
H,-55,0,0,0,0
H,-54,0,0,0,0
H,-53,0,0,144,0
H,-52,0,0,0,0
H,-51,0,0,0,0
H,-50,0,0,0,6
H,-49,0,0,12,3
H,-48,0,0,15,3
H,-47,0,0,0,0
H,-46,0,0,12,6
H,-45,0,0,0,3
H,-44,0,0,3,3
H,-43,0,0,132,18
H,-42,0,0,6,21
H,-41,0,0,45,21
H,-40,0,0,18,33
H,-39,0,0,45,48
H,-38,0,0,87,30
H,-37,0,0,27,36
H,-36,0,0,12,33
H,-35,0,0,42,24
H,-34,0,0,87,45
H,-33,0,0,39,60
H,-32,0,0,24,24
H,-31,0,0,48,63
H,-30,0,0,0,45
H,-29,0,0,57,36
H,-28,0,0,159,36
H,-27,0,0,0,45
H,-26,0,0,33,48
H,-25,0,0,141,39
H,-24,0,0,6,57
H,-23,0,0,45,57
H,-22,0,0,33,57
H,-21,0,0,42,81
H,-20,0,0,57,99
H,-19,0,0,81,96
H,-18,0,0,57,96
H,-17,0,0,21,102
H,-16,0,0,144,57
H,-15,0,0,84,69
H,-14,0,0,6,63
H,-13,0,0,453,108
H,-12,0,0,78,156
H,-11,0,0,6,105
H,-10,0,0,687,144
H,-9,0,0,147,156
H,-8,0,0,27,240
H,-7,0,0,360,372
H,-6,0,0,138,369
H,-5,0,0,33,276
H,-4,0,0,396,330
H,-3,0,0,564,342
H,-2,0,0,15,561
H,-1,0,0,1326,1176
H,0,90,90,1020,1236
H,1,6,6,1320,1170
H,2,0,0,15,561
H,3,0,0,564,342
H,4,0,0,396,330
H,5,0,0,33,276
H,6,6,6,132,363
H,7,6,6,354,366
H,8,6,6,21,234
H,9,6,12,141,144
H,10,6,6,681,138
H,11,6,0,0,105
H,12,0,0,78,156
H,13,0,0,453,108
H,14,0,0,6,63
H,15,0,0,84,69
H,16,0,0,144,57
H,17,0,0,21,102
H,18,0,0,57,96
H,19,0,0,81,96
H,20,0,0,57,99
H,21,0,6,42,75
H,22,0,0,33,57
H,23,0,0,45,57
H,24,6,6,0,51
H,25,0,0,141,39
H,26,0,0,33,48
H,27,0,6,0,39
H,28,6,0,153,36
H,29,0,0,57,36
H,30,0,0,0,45
H,31,0,6,48,57
H,32,6,0,18,24
H,33,0,6,39,54
H,34,0,0,87,45
H,35,0,0,42,24
H,36,6,0,6,33
H,37,0,0,27,36
H,38,0,0,87,30
H,39,0,0,45,48
H,40,6,0,12,33
H,41,0,0,45,21
H,42,0,0,6,21
H,43,0,0,132,18
H,44,0,0,3,3
H,45,0,0,0,3
H,46,0,0,12,6
H,47,0,0,0,0
H,48,0,0,15,3
H,49,0,0,12,3
H,50,0,0,0,6
H,51,0,0,0,0
H,52,0,0,0,0
H,53,0,0,144,0
H,54,0,0,0,0
H,55,0,0,0,0
H,56,0,0,12,0
H,57,0,0,0,0
H,58,0,0,0,0
H,59,0,0,0,0
H,60,0,0,0,0
H,61,0,0,0,0
H,62,0,0,0,0
H,63,0,0,0,0
H,64,0,0,0,0
H,65,0,0,0,0
H,66,0,0,0,0
