Node,Rank Effect,CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
B,78,0,0,0,0
B,79,0,0,0,0
B,80,0,0,0,0
B,81,0,0,0,0
B,82,0,0,0,0
B,83,0,0,0,0
B,84,0,0,0,0
B,85,0,0,0,0
B,86,0,0,0,0
C,-86,0,0,0,0
C,-85,0,0,0,0
C,-84,0,0,0,0
C,-83,0,0,0,0
C,-82,0,0,0,0
C,-81,0,0,0,0
C,-80,0,0,0,0
C,-79,0,0,0,0
C,-78,0,0,0,0
C,-77,0,0,0,0
C,-76,0,0,0,0
C,-75,0,0,3,0
C,-74,0,0,6,0
C,-73,0,0,0,0
C,-72,0,0,18,0
C,-71,0,0,18,0
C,-70,0,0,0,0
C,-69,0,0,9,0
C,-68,0,0,9,0
C,-67,0,0,0,0
C,-66,0,0,3,0
C,-65,0,0,6,0
C,-64,0,0,3,0
C,-63,0,0,18,0
C,-62,0,0,18,0
C,-61,0,0,0,0
C,-60,0,0,0,0
C,-59,0,0,3,0
C,-58,0,0,3,0
C,-57,0,0,0,3
C,-56,0,0,18,0
C,-55,0,0,21,3
C,-54,0,0,6,12
C,-53,0,0,9,15
C,-52,0,0,15,9
C,-51,0,0,3,9
C,-50,0,0,6,9
C,-49,0,0,15,6
C,-48,0,0,6,9
C,-47,0,0,15,21
C,-46,0,0,42,30
C,-45,0,0,21,27
C,-44,0,0,0,9
C,-43,0,0,81,21
C,-42,0,0,21,18
C,-41,0,0,6,21
C,-40,0,0,315,6
C,-39,0,0,33,9
C,-38,0,0,12,6
C,-37,0,0,57,18
C,-36,0,0,189,12
C,-35,0,0,3,33
C,-34,0,0,252,45
C,-33,0,0,258,21
C,-32,0,0,6,60
C,-31,0,0,138,48
C,-30,0,0,195,45
C,-29,0,0,30,75
C,-28,0,0,573,141
C,-27,0,0,168,195
C,-26,0,0,48,207
C,-25,0,0,33,291
C,-24,0,0,909,159
C,-23,0,0,237,87
C,-22,0,0,129,111
C,-21,0,0,534,177
C,-20,0,0,33,327
C,-19,0,0,102,453
C,-18,0,0,471,414
C,-17,0,0,165,423
C,-16,0,0,288,447
C,-15,0,0,603,582
C,-14,0,0,207,654
C,-13,0,0,159,702
C,-12,0,0,459,744
C,-11,0,0,882,780
C,-10,0,0,723,852
C,-9,0,0,231,654
C,-8,0,0,807,636
C,-7,0,0,909,432
C,-6,0,0,135,549
C,-5,0,0,726,531
C,-4,0,0,1296,822
C,-3,0,0,648,1281
C,-2,0,0,1260,1809
C,-1,0,0,5028,3552
C,0,24,24,36,2118
C,1,3,3,5025,3549
C,2,3,9,1257,1800
C,3,9,9,639,1272
C,4,6,3,1290,819
C,5,6,3,720,528
C,6,0,3,135,546
C,7,0,0,909,432
C,8,0,0,807,636
C,9,3,3,228,651
C,10,0,0,723,852
C,11,0,0,882,780
C,12,0,0,459,744
C,13,3,3,156,699
C,14,0,0,207,654
C,15,0,0,603,582
C,16,0,0,288,447
C,17,3,3,162,420
C,18,0,0,471,414
C,19,0,0,102,453
C,20,0,0,33,327
C,21,3,3,531,174
C,22,0,6,129,105
C,23,0,0,237,87
C,24,0,3,909,156
C,25,3,3,30,288
C,26,6,3,42,204
C,27,3,3,165,192
C,28,3,0,570,141
C,29,3,6,27,69
C,30,3,3,192,42
C,31,0,3,138,45
C,32,6,3,0,57
C,33,3,3,255,18
C,34,3,3,249,42
C,35,3,9,0,24
C,36,3,6,186,6
C,37,3,9,54,9
C,38,9,3,3,3
C,39,6,3,27,6
C,40,6,3,309,3
C,41,6,9,0,12
C,42,3,9,18,9
C,43,0,6,81,15
C,44,0,3,0,6
C,45,3,3,18,24
C,46,3,3,39,27
C,47,3,9,12,12
C,48,6,6,0,3
C,49,3,0,12,6
C,50,3,0,3,9
C,51,3,0,0,9
C,52,3,0,12,9
C,53,0,0,9,15
C,54,6,0,0,12
C,55,3,0,18,3
C,56,0,0,18,0
C,57,0,0,0,3
C,58,0,0,3,0
C,59,0,0,3,0
C,60,0,0,0,0
C,61,0,0,0,0
C,62,3,0,15,0
C,63,6,0,12,0
C,64,3,0,0,0
C,65,3,0,3,0
C,66,0,0,3,0
C,67,0,0,0,0
C,68,0,0,9,0
C,69,0,0,9,0
C,70,0,0,0,0
C,71,0,0,18,0
C,72,0,0,18,0
C,73,0,0,0,0
C,74,0,0,6,0
C,75,0,0,3,0
C,76,0,0,0,0
C,77,0,0,0,0
C,78,0,0,0,0
C,79,0,0,0,0
C,80,0,0,0,0
C,81,0,0,0,0
C,82,0,0,0,0
C,83,0,0,0,0
C,84,0,0,0,0
C,85,0,0,0,0
C,86,0,0,0,0
D,-86,0,0,0,0
D,-85,0,0,0,0
D,-84,0,0,0,0
D,-83,0,0,0,0
D,-82,0,0,0,0
D,-81,0,0,9,0
D,-80,0,0,9,0
D,-79,0,0,0,0
D,-78,0,0,3,0
D,-77,0,0,3,0
D,-76,0,0,9,0
D,-75,0,0,24,0
D,-74,0,0,18,0
D,-73,0,0,3,0
D,-72,0,0,9,0
D,-71,0,0,9,0
D,-70,0,0,9,0
D,-69,0,0,15,0
D,-68,0,0,3,0
D,-67,0,0,3,0
D,-66,0,0,12,0
D,-65,0,0,9,0
D,-64,0,0,3,0
D,-63,0,0,6,0
D,-62,0,0,6,6
D,-61,0,0,0,9
D,-60,0,0,0,18
D,-59,0,0,0,15
D,-58,0,0,3,3
D,-57,0,0,0,6
D,-56,0,0,9,0
D,-55,0,0,6,12
D,-54,0,0,0,15
D,-53,0,0,0,6
D,-52,0,0,12,9
D,-51,0,0,6,9
D,-50,0,0,12,18
D,-49,0,0,12,24
D,-48,0,0,15,15
D,-47,0,0,84,3
D,-46,0,0,108,0
D,-45,0,0,27,6
D,-44,0,0,12,9
D,-43,0,0,84,9
D,-42,0,0,72,9
D,-41,0,0,33,9
D,-40,0,0,180,21
D,-39,0,0,93,24
D,-38,0,0,93,39
D,-37,0,0,177,33
D,-36,0,0,84,48
D,-35,0,0,21,45
D,-34,0,0,444,54
D,-33,0,0,357,102
D,-32,0,0,3,60
D,-31,0,0,135,75
D,-30,0,0,486,78
D,-29,0,0,3,150
D,-28,0,0,72,228
D,-27,0,0,183,273
D,-26,0,0,48,237
D,-25,0,0,249,297
D,-24,0,0,72,306
D,-23,0,0,33,333
D,-22,0,0,186,393
D,-21,0,0,384,462
D,-20,0,0,291,384
D,-19,0,0,171,318
D,-18,0,0,213,339
D,-17,0,0,357,231
D,-16,0,0,141,231
D,-15,0,0,228,225
D,-14,0,0,354,234
D,-13,0,0,516,390
D,-12,0,0,297,438
D,-11,0,0,429,426
D,-10,0,0,1086,513
D,-9,0,0,423,681
D,-8,0,0,1125,540
D,-7,0,0,1161,624
D,-6,0,0,654,840
D,-5,0,0,954,1080
D,-4,0,0,1566,1296
D,-3,0,0,267,1548
D,-2,0,0,1131,1524
D,-1,0,0,4254,3105
D,0,24,24,186,2472
D,1,3,3,4251,3102
D,2,3,6,1128,1518
D,3,3,0,264,1548
D,4,3,12,1563,1284
D,5,9,9,945,1071
D,6,3,3,651,837
D,7,3,0,1158,624
D,8,3,0,1122,540
D,9,3,3,420,678
D,10,0,0,1086,513
D,11,0,0,429,426
D,12,0,0,297,438
D,13,3,0,513,390
D,14,0,3,354,231
D,15,0,0,228,225
D,16,0,0,141,231
D,17,3,0,354,231
D,18,0,3,213,336
D,19,0,0,171,318
D,20,0,0,291,384
D,21,3,0,381,462
D,22,0,3,186,390
D,23,0,6,33,327
D,24,0,3,72,303
D,25,3,3,246,294
D,26,6,3,42,234
D,27,3,6,180,267
D,28,3,3,69,225
D,29,3,3,0,147
D,30,6,3,480,75
D,31,3,3,132,72
D,32,3,9,0,51
D,33,3,9,354,93
D,34,3,3,441,51
D,35,9,3,12,42
D,36,6,0,78,48
D,37,6,3,171,30
D,38,3,6,90,33
D,39,0,6,93,18
D,40,0,6,180,15
D,41,3,6,30,3
D,42,3,3,69,6
D,43,6,0,78,9
D,44,3,9,9,0
D,45,6,0,21,6
D,46,6,0,102,0
D,47,3,0,81,3
D,48,0,0,15,15
D,49,0,9,12,15
D,50,0,3,12,15
D,51,0,0,6,9
D,52,0,3,12,6
D,53,0,0,0,6
D,54,0,0,0,15
D,55,0,0,6,12
D,56,6,0,3,0
D,57,0,3,0,3
D,58,3,3,0,0
D,59,0,0,0,15
D,60,0,0,0,18
D,61,0,0,0,9
D,62,3,0,3,6
D,63,6,0,0,0
D,64,3,0,0,0
D,65,0,0,9,0
D,66,3,0,9,0
D,67,3,0,0,0
D,68,0,0,3,0
D,69,0,0,15,0
D,70,0,0,9,0
D,71,3,0,6,0
D,72,0,0,9,0
D,73,0,0,3,0
D,74,0,0,18,0
D,75,0,0,24,0
D,76,0,0,9,0
D,77,0,0,3,0
D,78,0,0,3,0
D,79,0,0,0,0
D,80,0,0,9,0
D,81,0,0,9,0
D,82,0,0,0,0
D,83,0,0,0,0
D,84,0,0,0,0
D,85,0,0,0,0
D,86,0,0,0,0
E,-86,0,0,0,0
E,-85,0,0,0,0
E,-84,0,0,0,0
E,-83,0,0,0,0
E,-82,0,0,3,0
E,-81,0,0,6,0
E,-80,0,0,3,0
E,-79,0,0,9,0
E,-78,0,0,15,0
E,-77,0,0,9,0
E,-76,0,0,9,0
E,-75,0,0,12,0
E,-74,0,0,9,0
E,-73,0,0,12,0
E,-72,0,0,36,0
E,-71,0,0,24,0
E,-70,0,0,0,0
E,-69,0,0,12,0
E,-68,0,0,6,0
E,-67,0,0,0,0
E,-66,0,0,0,0
E,-65,0,0,0,0
E,-64,0,0,3,0
E,-63,0,0,18,0
E,-62,0,0,9,3
E,-61,0,0,0,6
E,-60,0,0,0,9
E,-59,0,0,9,6
E,-58,0,0,9,9
E,-57,0,0,0,30
E,-56,0,0,6,27
E,-55,0,0,6,18
E,-54,0,0,6,9
E,-53,0,0,15,21
E,-52,0,0,9,12
E,-51,0,0,36,27
E,-50,0,0,27,9
E,-49,0,0,30,0
E,-48,0,0,12,3
E,-47,0,0,102,9
E,-46,0,0,99,6
E,-45,0,0,33,3
E,-44,0,0,60,6
E,-43,0,0,60,12
E,-42,0,0,51,15
E,-41,0,0,96,12
E,-40,0,0,246,24
E,-39,0,0,99,15
E,-38,0,0,39,18
E,-37,0,0,177,33
E,-36,0,0,207,36
E,-35,0,0,36,45
E,-34,0,0,147,81
E,-33,0,0,264,75
E,-32,0,0,30,99
E,-31,0,0,168,183
E,-30,0,0,216,123
E,-29,0,0,90,132
E,-28,0,0,285,141
E,-27,0,0,264,240
E,-26,0,0,27,309
E,-25,0,0,207,300
E,-24,0,0,273,300
E,-23,0,0,75,429
E,-22,0,0,174,582
E,-21,0,0,291,540
E,-20,0,0,12,483
E,-19,0,0,432,456
E,-18,0,0,447,402
E,-17,0,0,219,270
E,-16,0,0,159,222
E,-15,0,0,186,231
E,-14,0,0,264,258
E,-13,0,0,210,228
E,-12,0,0,279,222
E,-11,0,0,567,201
E,-10,0,0,987,216
E,-9,0,0,285,309
E,-8,0,0,843,369
E,-7,0,0,864,384
E,-6,0,0,168,540
E,-5,0,0,1575,615
E,-4,0,0,1632,747
E,-3,0,0,126,1461
E,-2,0,0,1137,1938
E,-1,0,0,5064,4095
E,0,24,24,78,4134
E,1,3,3,5061,4092
E,2,3,6,1134,1932
E,3,3,3,123,1458
E,4,3,3,1629,744
E,5,3,0,1572,615
E,6,0,9,168,531
E,7,6,6,858,378
E,8,3,3,840,366
E,9,3,6,282,303
E,10,3,0,984,216
E,11,3,0,564,201
E,12,3,0,276,222
E,13,3,0,207,228
E,14,0,3,264,255
E,15,0,0,186,231
E,16,0,0,159,222
E,17,3,0,216,270
E,18,0,3,447,399
E,19,0,0,432,456
E,20,0,0,12,483
E,21,3,0,288,540
E,22,0,3,174,579
E,23,0,6,75,423
E,24,0,0,273,300
E,25,3,9,204,291
E,26,6,6,21,303
E,27,3,3,261,237
E,28,9,3,276,138
E,29,3,9,87,123
E,30,3,6,213,117
E,31,3,3,165,180
E,32,9,0,21,99
E,33,6,3,258,72
E,34,3,6,144,75
E,35,0,6,36,39
E,36,0,3,207,33
E,37,3,3,174,30
E,38,9,3,30,15
E,39,3,0,96,15
E,40,3,3,243,21
E,41,3,3,93,9
E,42,3,3,48,12
E,43,0,0,60,12
E,44,0,3,60,3
E,45,3,0,30,3
E,46,3,3,96,3
E,47,3,6,99,3
E,48,0,0,12,3
E,49,0,0,30,0
E,50,0,3,27,6
E,51,0,6,36,21
E,52,0,0,9,12
E,53,0,6,15,15
E,54,0,3,6,6
E,55,0,6,6,12
E,56,0,0,6,27
E,57,0,0,0,30
E,58,9,0,0,9
E,59,3,0,6,6
E,60,0,0,0,9
E,61,0,0,0,6
E,62,6,0,3,3
E,63,9,0,9,0
E,64,3,0,0,0
E,65,0,0,0,0
E,66,0,0,0,0
E,67,0,0,0,0
E,68,0,0,6,0
E,69,0,0,12,0
E,70,0,0,0,0
E,71,3,0,21,0
E,72,3,0,33,0
E,73,0,0,12,0
E,74,0,0,9,0
E,75,0,0,12,0
E,76,0,0,9,0
E,77,0,0,9,0
E,78,0,0,15,0
E,79,0,0,9,0
E,80,0,0,3,0
E,81,0,0,6,0
E,82,0,0,3,0
E,83,0,0,0,0
E,84,0,0,0,0
E,85,0,0,0,0
E,86,0,0,0,0
F,-86,0,0,0,0
F,-85,0,0,0,0
F,-84,0,0,0,0
F,-83,0,0,24,0
F,-82,0,0,24,0
F,-81,0,0,3,0
F,-80,0,0,3,0
F,-79,0,0,0,0
F,-78,0,0,0,0
F,-77,0,0,3,0
F,-76,0,0,30,0
F,-75,0,0,27,0
F,-74,0,0,3,0
F,-73,0,0,3,12
F,-72,0,0,15,12
F,-71,0,0,15,0
F,-70,0,0,0,0
F,-69,0,0,39,3
F,-68,0,0,9,3
F,-67,0,0,0,3
F,-66,0,0,0,3
F,-65,0,0,0,0
F,-64,0,0,3,6
F,-63,0,0,21,21
F,-62,0,0,9,9
F,-61,0,0,3,6
F,-60,0,0,18,3
F,-59,0,0,3,0
F,-58,0,0,3,0
F,-57,0,0,9,6
F,-56,0,0,39,9
F,-55,0,0,0,36
F,-54,0,0,45,51
F,-53,0,0,48,33
F,-52,0,0,0,3
F,-51,0,0,66,33
F,-50,0,0,90,30
F,-49,0,0,18,21
F,-48,0,0,30,27
F,-47,0,0,78,39
F,-46,0,0,81,33
F,-45,0,0,69,6
F,-44,0,0,78,9
F,-43,0,0,150,3
F,-42,0,0,72,21
F,-41,0,0,108,51
F,-40,0,0,57,42
F,-39,0,0,129,54
F,-38,0,0,90,39
F,-37,0,0,150,36
F,-36,0,0,135,54
F,-35,0,0,99,33
F,-34,0,0,111,60
F,-33,0,0,138,75
F,-32,0,0,54,90
F,-31,0,0,141,147
F,-30,0,0,219,168
F,-29,0,0,51,174
F,-28,0,0,279,225
F,-27,0,0,258,123
F,-26,0,0,42,177
F,-25,0,0,222,246
F,-24,0,0,231,264
F,-23,0,0,36,426
F,-22,0,0,216,363
F,-21,0,0,177,330
F,-20,0,0,126,399
F,-19,0,0,351,393
F,-18,0,0,402,447
F,-17,0,0,90,399
F,-16,0,0,186,261
F,-15,0,0,315,228
F,-14,0,0,243,204
F,-13,0,0,402,189
F,-12,0,0,168,177
F,-11,0,0,495,192
F,-10,0,0,516,255
F,-9,0,0,192,222
F,-8,0,0,1131,297
F,-7,0,0,1185,285
F,-6,0,0,117,489
F,-5,0,0,1209,612
F,-4,0,0,1662,822
F,-3,0,0,48,1320
F,-2,0,0,1500,2172
F,-1,0,0,5259,4389
F,0,24,24,0,4602
F,1,3,3,5256,4386
F,2,3,6,1497,2166
F,3,3,6,45,1314
F,4,3,0,1659,822
F,5,3,0,1206,612
F,6,0,0,117,489
F,7,0,0,1185,285
F,8,0,6,1131,291
F,9,6,6,186,216
F,10,3,3,513,252
F,11,3,6,492,186
F,12,3,3,165,174
F,13,3,3,399,186
F,14,3,3,240,201
F,15,3,0,312,228
F,16,3,0,183,261
F,17,3,0,87,399
F,18,0,0,402,447
F,19,0,3,351,390
F,20,0,0,126,399
F,21,3,0,174,330
F,22,0,0,216,363
F,23,0,3,36,423
F,24,0,12,231,252
F,25,3,6,219,240
F,26,12,3,30,174
F,27,6,9,252,114
F,28,3,3,276,222
F,29,6,0,45,174
F,30,3,9,216,159
F,31,0,6,141,141
F,32,0,0,54,90
F,33,9,3,129,72
F,34,6,3,105,57
F,35,3,0,96,33
F,36,0,3,135,51
F,37,3,3,147,33
F,38,3,0,87,39
F,39,0,3,129,51
F,40,0,3,57,39
F,41,3,3,105,48
F,42,3,0,69,21
F,43,0,0,150,3
F,44,0,3,78,6
F,45,3,0,66,6
F,46,3,3,78,30
F,47,3,0,75,39
F,48,0,3,30,24
F,49,0,6,18,15
F,50,0,6,90,24
F,51,0,9,66,24
F,52,0,3,0,0
F,53,0,3,48,30
F,54,0,0,45,51
F,55,0,3,0,33
F,56,0,3,39,6
F,57,0,0,9,6
F,58,3,0,0,0
F,59,3,0,0,0
F,60,9,0,9,3
F,61,3,0,0,6
F,62,6,0,3,9
F,63,6,0,15,21
F,64,3,0,0,6
F,65,0,0,0,0
F,66,0,0,0,3
F,67,0,0,0,3
F,68,0,0,9,3
F,69,0,0,39,3
F,70,0,0,0,0
F,71,3,0,12,0
F,72,3,0,12,12
F,73,3,0,0,12
F,74,0,0,3,0
F,75,0,0,27,0
F,76,0,0,30,0
F,77,0,0,3,0
F,78,0,0,0,0
F,79,0,0,0,0
F,80,0,0,3,0
F,81,0,0,3,0
F,82,0,0,24,0
F,83,0,0,24,0
F,84,0,0,0,0
F,85,0,0,0,0
F,86,0,0,0,0
G,-86,0,0,12,0
G,-85,0,0,12,0
G,-84,0,0,0,0
G,-83,0,0,27,0
G,-82,0,0,27,0
G,-81,0,0,0,0
G,-80,0,0,6,0
G,-79,0,0,6,0
G,-78,0,0,0,0
G,-77,0,0,3,0
G,-76,0,0,3,0
G,-75,0,0,0,0
G,-74,0,0,6,0
G,-73,0,0,21,12
G,-72,0,0,21,15
G,-71,0,0,3,12
G,-70,0,0,0,12
G,-69,0,0,33,3
G,-68,0,0,0,0
G,-67,0,0,3,0
G,-66,0,0,36,3
G,-65,0,0,15,6
G,-64,0,0,3,12
G,-63,0,0,63,18
G,-62,0,0,9,12
G,-61,0,0,3,9
G,-60,0,0,24,9
G,-59,0,0,3,9
G,-58,0,0,3,9
G,-57,0,0,6,9
G,-56,0,0,33,21
G,-55,0,0,0,18
G,-54,0,0,66,36
G,-53,0,0,81,36
G,-52,0,0,0,36
G,-51,0,0,129,21
G,-50,0,0,189,30
G,-49,0,0,0,18
G,-48,0,0,33,60
G,-47,0,0,183,51
G,-46,0,0,144,33
G,-45,0,0,33,33
G,-44,0,0,51,27
G,-43,0,0,42,36
G,-42,0,0,102,48
G,-41,0,0,57,57
G,-40,0,0,75,72
G,-39,0,0,165,96
G,-38,0,0,57,63
G,-37,0,0,108,84
G,-36,0,0,99,63
G,-35,0,0,147,66
G,-34,0,0,117,81
G,-33,0,0,159,69
G,-32,0,0,81,129
G,-31,0,0,147,195
G,-30,0,0,153,111
G,-29,0,0,42,132
G,-28,0,0,240,105
G,-27,0,0,291,105
G,-26,0,0,63,198
G,-25,0,0,177,228
G,-24,0,0,186,264
G,-23,0,0,54,366
